Nombre_Fichero,Clase,Tiempo_Deteccion,Array_Resultado
2021_04_23_21_14_01_000_010319-trim-0303-crop-360p1.mp4,0,0.2,"{'num_frames_deteccion': 5, 'variabilidad': 1.0769230769230769, 'max_contorno': 28.0, 'min_contorno': 26.0, 'estelaH': 1.1666666666666667, 'estelaV': 1.1666666666666667, 'estela': 1.1666666666666667, 'R2': 0.9886641408806965}"
2021_04_23_21_14_01_000_010319-trim-0826-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_21_17_01_000_010319-trim-0707-crop-360p1.mp4,0,0.32,"{'num_frames_deteccion': 8, 'variabilidad': 1.4444444444444444, 'max_contorno': 39.0, 'min_contorno': 27.0, 'estelaH': 1.0, 'estelaV': 1.1666666666666667, 'estela': 1.1666666666666667, 'R2': 0.9993545866835409}"
2021_04_23_21_17_01_000_010319-trim-0768-crop-360p1.mp4,0,0.32,"{'num_frames_deteccion': 8, 'variabilidad': 1.3650793650793651, 'max_contorno': 43.0, 'min_contorno': 31.5, 'estelaH': 1.1428571428571428, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9995767386697353}"
2021_04_23_21_17_01_000_010319-trim-0842-crop-360p1.mp4,0,0.28,"{'num_frames_deteccion': 7, 'variabilidad': 1.3387096774193548, 'max_contorno': 41.5, 'min_contorno': 31.0, 'estelaH': 1.1428571428571428, 'estelaV': 1.1428571428571428, 'estela': 1.1428571428571428, 'R2': 0.9996318574352316}"
2021_04_23_21_17_01_000_010319-trim-0869-crop-360p1.mp4,0,0.32,"{'num_frames_deteccion': 8, 'variabilidad': 1.3888888888888888, 'max_contorno': 37.5, 'min_contorno': 27.0, 'estelaH': 1.0, 'estelaV': 1.1666666666666667, 'estela': 1.1666666666666667, 'R2': 0.9995442991243619}"
2021_04_23_21_17_01_000_010319-trim-1017-crop-360p1.mp4,0,0.24,"{'num_frames_deteccion': 6, 'variabilidad': 1.1785714285714286, 'max_contorno': 33.0, 'min_contorno': 28.0, 'estelaH': 1.1666666666666667, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9991893117525653}"
2021_04_23_21_17_01_000_010319-trim-1061-crop-360p1.mp4,0,0.2,"{'num_frames_deteccion': 5, 'variabilidad': 1.1428571428571428, 'max_contorno': 32.0, 'min_contorno': 28.0, 'estelaH': 1.0, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9987365254041639}"
2021_04_23_21_17_01_000_010319-trim-1177-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_21_17_01_000_010319-trim-1253-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_21_35_01_000_010320-trim-0177-crop-360p1.mp4,0,0.24,"{'num_frames_deteccion': 6, 'variabilidad': 1.1886792452830188, 'max_contorno': 31.5, 'min_contorno': 26.5, 'estelaH': 1.0, 'estelaV': 1.1666666666666667, 'estela': 1.1666666666666667, 'R2': 0.8442064264849081}"
2021_04_23_21_35_01_000_010320-trim-0277-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_21_35_01_000_010320-trim-0377-crop-360p1.mp4,0,0.12,"{'num_frames_deteccion': 3, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_21_35_01_000_010320-trim-0398-crop-360p1.mp4,0,0.32,"{'num_frames_deteccion': 8, 'variabilidad': 1.78, 'max_contorno': 44.5, 'min_contorno': 25.0, 'estelaH': 1.1666666666666667, 'estelaV': 1.2857142857142858, 'estela': 1.2857142857142858, 'R2': 0.9978950979232087}"
2021_04_23_21_35_01_000_010320-trim-0599-crop-360p1.mp4,0,0.2,"{'num_frames_deteccion': 5, 'variabilidad': 1.5660377358490567, 'max_contorno': 41.5, 'min_contorno': 26.5, 'estelaH': 0.8571428571428571, 'estelaV': 1.6666666666666667, 'estela': 1.6666666666666667, 'R2': 0.9960603337373599}"
2021_04_23_21_35_01_000_010320-trim-0621-crop-360p1.mp4,0,0.16,"{'num_frames_deteccion': 4, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_21_35_01_000_010320-trim-0649-crop-360p1.mp4,0,0.28,"{'num_frames_deteccion': 7, 'variabilidad': 1.8113207547169812, 'max_contorno': 48.0, 'min_contorno': 26.5, 'estelaH': 0.8888888888888888, 'estelaV': 1.2857142857142858, 'estela': 1.2857142857142858, 'R2': 0.9983254358185457}"
2021_04_23_21_35_01_000_010320-trim-0688-crop-360p1.mp4,0,0.48,"{'num_frames_deteccion': 12, 'variabilidad': 1.4901960784313726, 'max_contorno': 38.0, 'min_contorno': 25.5, 'estelaH': 1.0, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9981230141194793}"
2021_04_23_21_40_01_000_010319-trim-1086-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_21_40_01_000_010319-trim-1221-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_22_05_01_000_010315-trim-0890-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_22_05_01_000_010315-trim-1102-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_22_30_01_000_010320-trim-0819-crop-360p1.mp4,0,0.24,"{'num_frames_deteccion': 6, 'variabilidad': 3.142857142857143, 'max_contorno': 187.0, 'min_contorno': 59.5, 'estelaH': 1.1, 'estelaV': 1.0, 'estela': 1.1, 'R2': 0.37499999999999994}"
2021_04_23_23_43_00_000_010320-trim-0470-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_23_43_01_000_010319-trim-0359-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_23_43_01_000_010319-trim-0482-crop-360p1.mp4,0,0.2,"{'num_frames_deteccion': 5, 'variabilidad': 1.0961538461538463, 'max_contorno': 28.5, 'min_contorno': 26.0, 'estelaH': 1.1666666666666667, 'estelaV': 1.1666666666666667, 'estela': 1.1666666666666667, 'R2': 0.9995568602522139}"
2021_04_23_23_43_01_000_010319-trim-0542-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_23_43_01_000_010319-trim-0715-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_23_23_43_01_000_010319-trim-0803-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_24_02_37_00_000_010319-trim-0000-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_24_02_37_00_000_010319-trim-0587-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_24_18_45_01_000_010317-trim-1332-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_25_21_07_01_000_010320-trim-0136-crop-360p1.mp4,0,0.24,"{'num_frames_deteccion': 6, 'variabilidad': 1.8431372549019607, 'max_contorno': 47.0, 'min_contorno': 25.5, 'estelaH': 1.1666666666666667, 'estelaV': 1.1666666666666667, 'estela': 1.1666666666666667, 'R2': 0.9917517011338519}"
2021_04_25_21_07_01_000_010320-trim-0162-crop-360p1.mp4,0,0.56,"{'num_frames_deteccion': 14, 'variabilidad': 1.7450980392156863, 'max_contorno': 44.5, 'min_contorno': 25.5, 'estelaH': 1.1666666666666667, 'estelaV': 1.1666666666666667, 'estela': 1.1666666666666667, 'R2': 0.9995426986503905}"
2021_04_25_21_08_01_000_010320-trim-0219-crop-360p1.mp4,0,0.12,"{'num_frames_deteccion': 3, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_25_21_08_01_000_010320-trim-0327-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_25_21_08_01_000_010320-trim-0851-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_25_21_08_01_000_010320-trim-1137-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_25_21_08_01_000_010320-trim-1301-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_25_21_14_00_000_010319-trim-0954-crop-360p1.mp4,0,0.64,"{'num_frames_deteccion': 16, 'variabilidad': 1.5660377358490567, 'max_contorno': 41.5, 'min_contorno': 26.5, 'estelaH': 1.0, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9634044203627933}"
2021_04_25_21_14_00_000_010319-trim-1402-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_25_21_14_00_000_010319-trim-1443-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_00_16_00_000_010319-trim-0649-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_00_16_00_000_010320-trim-1027-crop-360p1.mp4,0,0.12,"{'num_frames_deteccion': 3, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_00_16_00_000_010320-trim-1044-crop-360p1.mp4,0,0.12,"{'num_frames_deteccion': 3, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_00_16_00_000_010320-trim-1176-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_00_16_00_000_010320-trim-1224-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_00_43_01_000_010316-trim-0324-crop-360p1.mp4,0,0.12,"{'num_frames_deteccion': 3, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_20_42_00_000_010320-trim-0033-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_20_42_00_000_010320-trim-0175-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_21_23_00_000_010319-trim-0597-crop-360p1.mp4,0,1.52,"{'num_frames_deteccion': 38, 'variabilidad': 1.4705882352941178, 'max_contorno': 37.5, 'min_contorno': 25.5, 'estelaH': 1.3333333333333333, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9995894372874913}"
2021_04_26_21_48_00_000_010319-trim-0135-crop-360p1.mp4,0,0.12,"{'num_frames_deteccion': 3, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_23_00_01_000_010319-trim-0722-crop-360p1.mp4,0,0.48,"{'num_frames_deteccion': 12, 'variabilidad': 1.4545454545454546, 'max_contorno': 40.0, 'min_contorno': 27.5, 'estelaH': 1.1666666666666667, 'estelaV': 1.5, 'estela': 1.5, 'R2': 0.999877468141717}"
2021_04_26_23_28_00_000_010319-trim-0227-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_23_28_00_000_010319-trim-0281-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_23_30_00_000_010319-trim-0722-crop-360p1.mp4,0,0.16,"{'num_frames_deteccion': 4, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_23_30_00_000_010319-trim-0771-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_26_23_30_00_000_010319-trim-0876-crop-360p1.mp4,0,0.12,"{'num_frames_deteccion': 3, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_02_02_00_000_010320-trim-1324-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_02_28_01_000_010320-trim-0177-crop-360p1.mp4,0,0.08,"{'num_frames_deteccion': 2, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_02_28_01_000_010320-trim-0321-crop-360p1.mp4,0,0.28,"{'num_frames_deteccion': 7, 'variabilidad': 1.5483870967741935, 'max_contorno': 48.0, 'min_contorno': 31.0, 'estelaH': 1.0, 'estelaV': 1.125, 'estela': 1.125, 'R2': 0.9947610700749612}"
2021_04_27_02_28_01_000_010320-trim-0570-crop-360p1.mp4,0,0.16,"{'num_frames_deteccion': 4, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_02_28_01_000_010320-trim-0904-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_02_35_01_000_010319-trim-0747-crop-360p1.mp4,0,0.04,"{'num_frames_deteccion': 1, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_02_35_01_000_010319-trim-0964-crop-360p1.mp4,0,0.24,"{'num_frames_deteccion': 6, 'variabilidad': 1.3770491803278688, 'max_contorno': 42.0, 'min_contorno': 30.5, 'estelaH': 1.1428571428571428, 'estelaV': 1.1428571428571428, 'estela': 1.1428571428571428, 'R2': 0.9978642619838634}"
2021_04_27_21_35_01_000_010314-trim-1270-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_21_37_01_000_010318-trim-0136-crop-360p1.mp4,0,0.0,"{'num_frames_deteccion': 0, 'variabilidad': 0, 'max_contorno': 0, 'min_contorno': 0, 'estelaH': 0, 'estelaV': 0, 'estela': 0, 'R2': 0}"
2021_04_27_22_02_01_000_010320-trim-0660-crop-360p1.mp4,0,0.2,"{'num_frames_deteccion': 5, 'variabilidad': 1.2545454545454546, 'max_contorno': 34.5, 'min_contorno': 27.5, 'estelaH': 1.0, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9858664647415163}"
2021_04_27_22_02_01_000_010320-trim-0780-crop-360p1.mp4,0,0.2,"{'num_frames_deteccion': 5, 'variabilidad': 1.2452830188679245, 'max_contorno': 33.0, 'min_contorno': 26.5, 'estelaH': 1.1666666666666667, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9793694602722381}"
2021_04_27_22_02_01_000_010320-trim-0815-crop-360p1.mp4,0,0.2,"{'num_frames_deteccion': 5, 'variabilidad': 1.2307692307692308, 'max_contorno': 32.0, 'min_contorno': 26.0, 'estelaH': 1.0, 'estelaV': 1.3333333333333333, 'estela': 1.3333333333333333, 'R2': 0.9955596357740003}"
2021_04_27_22_09_00_000_010319-trim-0657-crop-360p1.mp4,0,0.84,"{'num_frames_deteccion': 21, 'variabilidad': 1.5272727272727273, 'max_contorno': 42.0, 'min_contorno': 27.5, 'estelaH': 1.3333333333333333, 'estelaV': 1.1666666666666667, 'estela': 1.3333333333333333, 'R2': 0.9982805178109383}"
2021_04_27_22_09_00_000_010319-trim-0880-crop-360p1.mp4,0,0.44,"{'num_frames_deteccion': 11, 'variabilidad': 1.4901960784313726, 'max_contorno': 38.0, 'min_contorno': 25.5, 'estelaH': 1.3333333333333333, 'estelaV': 1.1666666666666667, 'estela': 1.3333333333333333, 'R2': 0.9982054780196103}"
2021_04_27_22_47_00_000_010319-trim-0545-crop-360p1.mp4,0,0.68,"{'num_frames_deteccion': 17, 'variabilidad': 2.44, 'max_contorno': 61.0, 'min_contorno': 25.0, 'estelaH': 1.4285714285714286, 'estelaV': 1.4285714285714286, 'estela': 1.4285714285714286, 'R2': 0.9899542145941259}"
2021_04_27_22_47_00_000_010319-trim-0840-crop-360p1.mp4,0,0.28,"{'num_frames_deteccion': 7, 'variabilidad': 1.4761904761904763, 'max_contorno': 46.5, 'min_contorno': 31.5, 'estelaH': 1.3333333333333333, 'estelaV': 1.4285714285714286, 'estela': 1.4285714285714286, 'R2': 0.9997236843923132}"
